meter_id,transformer_id,customer_class,barangay_id,lat,lon,monthly_consumption_202411,monthly_consumption_202412,monthly_consumption_202501,monthly_consumption_202502,monthly_consumption_202503,monthly_consumption_202504,monthly_consumption_202505,monthly_consumption_202506,monthly_consumption_202507,monthly_consumption_202508,monthly_consumption_202509,monthly_consumption_202510,kVA
M3001591,TX_Baclaran_3,Residential,160,14.51203582,120.996673,493.73,533.66,541.52,497.55,505.24,558.58,641.31,402.94,417.56,462,373.48,485.18,10
M3001592,TX_Baclaran_9,Residential,160,14.51539585,120.9980834,542.99,696.7,696.46,560.94,684.43,801.47,620.85,527.11,520.18,580.42,477.2,512.28,10
M3001593,TX_Baclaran_4,Residential,160,14.51390024,121.0005046,510.41,572.24,560.24,605.67,573.09,724.64,705.3,466.85,468.99,531.63,473.39,507.82,5
M3001594,TX_Baclaran_5,Commercial,160,14.5136935,120.995985,1562.48,1874.75,1952.49,1752.13,1966.43,1933.16,2251.36,1536.51,1815.83,1714.96,1470.57,1569.73,100
M3001595,TX_Baclaran_10,Residential,160,14.51725623,120.9951052,386.64,444.41,401.86,449.94,402.69,429.23,494.76,347.63,346.98,338.1,292.75,314.83,15
M3001596,TX_Baclaran_4,Residential,160,14.51441404,120.9963399,171.77,107.06,522.36,544.32,167.65,405.44,171.64,300.45,256.76,119.07,83.92,344.49,10
M3001597,TX_Baclaran_4,Industrial,160,14.51490475,121.000755,7177.13,8818.74,9430.37,8758.37,10990.08,8814.93,10554.07,8243.33,7146.74,8319.43,6653.86,8736.19,150
M3001598,TX_Baclaran_6,Residential,160,14.51307847,121.0000276,406.12,375.92,413.32,336.3,470.4,504.01,428.86,321.77,353.67,323.25,330.8,334.3,10
M3001599,TX_Baclaran_5,Commercial,160,14.51241469,120.9997077,1567.87,1705.56,1343.51,1704.69,1966.2,1634.88,1829.77,1335.14,1247.42,1175.14,1259.17,1557.74,25
M3001600,TX_Don Bosco_3,Residential,161,14.47753789,121.0194641,498.9,489.96,504.26,552.82,651.3,617.18,637.88,508.54,474.29,534.9,430.8,554.56,5
M3001601,TX_Don Bosco_6,Residential,161,14.48135529,121.0186293,589.13,645.36,589.06,667.81,602.89,713.66,603.38,502.54,468.84,599.31,553.97,589.91,5
M3001602,TX_Don Bosco_5,Residential,161,14.48214434,121.0240354,326.19,330.03,348.54,373.08,421.75,407.13,504.25,328.23,310.26,324.19,311.42,335.47,5
M3001603,TX_Don Bosco_1,Residential,161,14.48099066,121.0208117,220.16,241.29,238.16,294.37,273.63,293.2,315.31,211.7,191.05,241.41,209.34,262,5
M3001604,TX_Don Bosco_3,Industrial,161,14.48229426,121.0183698,13203.31,14576.89,16009.51,14785.18,15643.11,19321.24,17427.35,13340.37,13345.86,14253.93,11571.32,11676.84,200
M3001605,TX_Don Bosco_9,Residential,161,14.47817455,121.0213917,176.19,136.14,188,186.52,192.08,259.23,217.87,61.87,137.22,189.41,100.29,198.25,10
M3001606,TX_Don Bosco_8,Residential,161,14.48192856,121.0187132,174.88,218.78,242.67,235.63,275.67,252.19,226.68,161.58,212.82,186.59,208.24,211.71,10
M3001607,TX_Don Bosco_5,Residential,161,14.48081318,121.0234417,271.49,235.81,255.94,254.16,288.83,265.37,351.49,262.13,230.26,232.45,238.03,247.14,10
M3001608,TX_Don Bosco_6,Residential,161,14.47834671,121.0233046,230.03,251.84,207.07,243.85,268.42,224.03,214.81,162.69,165.64,197.73,190.01,230.36,15
M3001609,TX_Don Bosco_1,Residential,161,14.48209303,121.0207765,371.28,410.58,397.86,311.57,470.17,365.99,465.88,323.52,301.98,334.32,314.15,359.15,15
M3001610,TX_La Huerta_3,Residential,162,14.48919478,121.0056655,658.47,680.58,557.02,613.22,723.95,776.31,719.02,619.62,591.71,538.27,612.27,558.75,10
M3001611,TX_La Huerta_8,Residential,162,14.49025099,121.0136757,426.53,468.05,456.22,493.39,499.44,554.94,552.17,351.58,381.06,425.25,424.77,348.67,5
M3001612,TX_La Huerta_6,Residential,162,14.48823621,121.0082532,537.78,592.4,495.41,472.87,586.8,523.95,516.78,520.26,519.41,434.77,498.75,439.21,5
M3001613,TX_La Huerta_9,Residential,162,14.48918044,121.0087465,520.27,474.54,615.52,579.18,550.09,542.94,536.16,497.36,428.23,405.45,454.12,520.14,15
M3001614,TX_La Huerta_10,Residential,162,14.48480085,121.0073994,341.71,333.34,333.46,352.51,381.83,399.57,370.02,313.31,299.8,366.59,363.24,324.59,10
M3001615,TX_La Huerta_5,Residential,162,14.49058788,121.0106276,566.12,623.27,465.53,569.27,534.04,659.68,672.32,523.68,477.11,522.61,533.07,502.79,15
M3001616,TX_La Huerta_1,Residential,162,14.49269825,121.0046557,450.03,593.79,430.23,434.58,318.59,323.07,251.96,504.5,356.87,447.14,248.09,496.18,15
M3001617,TX_La Huerta_7,Residential,162,14.49476081,121.0074753,422.2,505.12,420.28,483.23,594.44,479.06,573.73,434.14,383.56,431.72,411.44,442.37,15
M3001618,TX_La Huerta_10,Residential,162,14.4886283,121.0068794,364.52,391.96,385.86,422.28,396.01,482.82,476.44,300.92,343.48,303.66,375.15,347.85,15
M3001619,TX_La Huerta_1,Commercial,162,14.49180218,121.0103808,2729.01,3019.92,2802.4,2930.65,3455.74,2607.89,3000.98,2152.88,2279.23,2583.85,2629.64,2711.14,75
M3001620,TX_Paranaque _4,Residential,163,14.48587363,121.01504,155.79,208.93,175.36,163.01,198.27,211.2,202.86,173.44,164.95,156.51,183.44,187.49,5
M3001621,TX_Paranaque _3,Commercial,163,14.48431743,121.0137214,1717.08,1681.98,1660.12,1468.2,2049.3,1963.91,1835.07,1318.15,1337.27,1356.09,1640.04,1546.85,75
M3001622,TX_Paranaque _10,Residential,163,14.48606764,121.0162684,132.8,81,119.22,155.2,111.02,183.79,130.77,116.02,114.32,46.56,64.08,112.68,10
M3001623,TX_Paranaque _2,Residential,163,14.48613879,121.014946,181.2,322.62,298.3,364.5,279.59,286.21,203.93,364.13,250.16,311.73,340.14,234.43,10
M3001624,TX_Paranaque _6,Residential,163,14.48770095,121.0140266,564.37,602.37,552.17,652.42,581.49,674.51,755.91,536.84,539.43,451.65,485.24,574.16,5
M3001625,TX_Paranaque _1,Commercial,163,14.4853491,121.0141722,1732.77,1953.11,1798.25,1837.12,2274.91,2168.53,2247.69,1540.07,1543.56,1661,1658.37,2019.81,25
M3001626,TX_Paranaque _4,Residential,163,14.48593962,121.0176323,240.07,244.92,318.62,303.95,336.56,287.16,334.94,266.35,262.6,258.59,232.1,273.13,5
M3001627,TX_Paranaque _9,Industrial,163,14.48537279,121.0109593,10530.5,11672.86,9874.51,10514.08,13594.19,13221,11088.08,9081.1,10858.31,10658.41,10106.44,8823.45,150
M3001628,TX_Paranaque _1,Residential,163,14.48748983,121.0154054,411.48,549.39,533.73,489.89,619.03,612.04,603.92,403.29,418.44,511.38,436.74,407.13,10
M3001629,TX_Paranaque _9,Commercial,163,14.48667732,121.0107883,1733.99,1847.98,1548.89,1732.7,1972.47,2339.52,2230.65,1716.09,1463.5,1470.72,1557.48,1695.95,25
M3001630,TX_San Dionis_6,Residential,164,14.48416505,121.0124437,482.4,482.56,427.84,467.06,609.9,592.05,492.82,437.58,381.1,392.49,407.34,425.13,5
M3001631,TX_San Dionis_9,Residential,164,14.48272817,121.0104305,186.34,253.23,226.18,200.98,239.54,293.43,259.28,197.43,198.02,173.61,224.23,181.07,15
M3001632,TX_San Dionis_1,Commercial,164,14.48673999,121.0133423,1810.83,2517.25,2352.88,2130.76,2378.77,2318.91,2732.49,1874.81,1814.91,2144.79,1711.65,1870.35,75
M3001633,TX_San Dionis_5,Residential,164,14.48265814,121.0109418,195.59,206.05,209.91,218.07,256.35,292.29,246.05,214.71,177.19,213.98,222.35,221.8,15
M3001634,TX_San Dionis_1,Commercial,164,14.48042875,121.0113186,3169.68,3565.61,3043.08,2942.45,3786.9,3513.35,4183.19,2771.01,2450.5,2773.76,2803.96,2486.82,100
M3001635,TX_San Dionis_7,Residential,164,14.4847982,121.0111954,453.01,613.46,592.8,627.36,586.48,732.69,623.93,427.13,524.54,555,479,531.73,10
M3001636,TX_San Dionis_10,Residential,164,14.48323738,121.0125248,574.83,559.97,622.64,581.02,596.88,782.85,757.94,596.62,558.31,521.3,528.2,507.77,10
M3001637,TX_San Dionis_4,Commercial,164,14.48340173,121.0149361,3003,2898.07,2847.84,2850.66,4106.46,3311.28,3237.67,2457.03,2604.84,2827,2387.43,2582.42,75
M3001638,TX_San Dionis_5,Residential,164,14.48092619,121.0121766,508.81,582.89,517.9,612.62,589.28,632.26,735.14,453.6,558.55,526.68,452.25,480.45,10
M3001639,TX_San Dionis_7,Residential,164,14.48356186,121.011142,441.04,422.27,413.85,504.8,575.35,598.26,496.83,344.18,393.79,394.25,341.5,426.94,10
M3001640,TX_Paranaque _10,Residential,165,14.49691946,121.0182442,557.97,540.27,543.4,647.22,776.01,784.35,810.51,503.73,587.51,602.1,603.61,561.84,10
M3001641,TX_Paranaque _9,Commercial,165,14.49737066,121.0219824,2146.58,2554.3,2537.53,2792.29,3100.03,2931.46,3087.65,2084.3,2063.76,2068.86,1927.2,2497.44,100
M3001642,TX_Paranaque _3,Commercial,165,14.49525126,121.019186,1235.25,1232.8,1575.05,1486.12,1725.23,1785.27,1642.77,1103.24,1277.75,1216.31,1103.56,1199.02,25
M3001643,TX_Paranaque _7,Commercial,165,14.4943465,121.0206617,1986.03,2261.4,2186.83,2363.51,2898.22,2957.09,2833.83,2008.74,2296.2,2057.45,2005.77,2352.46,50
M3001644,TX_Paranaque _8,Commercial,165,14.496609,121.0203023,2424.77,2895.88,2430.23,3116.36,3455.97,3013.76,3467.21,2636.18,2329.54,2672.92,2694.12,2270.51,100
M3001645,TX_Paranaque _8,Residential,165,14.495649,121.0185539,629.07,718.65,737.3,622.38,775.45,664.49,745.46,509.34,501.07,490.69,571.25,666.52,5
M3001646,TX_Paranaque _7,Commercial,165,14.49303183,121.0211309,823.24,954.1,869.36,845.13,1163.98,966.81,1048.11,921.01,837.91,809.95,776.52,858.38,50
M3001647,TX_Paranaque _8,Residential,165,14.49483165,121.0230641,167.47,159.81,191.62,173.97,194.33,211.59,209.73,157.75,157.11,149.33,167.66,174.81,10
M3001648,TX_Paranaque _5,Residential,165,14.49595626,121.0201002,636.51,651.41,666.97,687.25,785.24,789.37,829.65,526.48,613.65,570.12,623,610.96,5
M3001649,TX_Paranaque _9,Commercial,165,14.49475093,121.019799,2477.82,2192.4,2909.39,2372.64,2826.47,2830.44,3255.5,2366.38,2284.62,1953.7,2088.29,2315.43,75
M3001650,TX_San Martin_8,Residential,166,14.48623624,121.0246729,401.84,398.42,479.34,500.88,570.09,521.96,467.84,346.52,345.43,368.6,355.68,377.85,5
M3001651,TX_San Martin_3,Residential,166,14.48615163,121.0229913,140.73,201.26,178.58,182.24,228.75,217.26,177.33,148.91,167.19,160.04,139.49,175.24,5
M3001652,TX_San Martin_6,Residential,166,14.4859268,121.0282592,535.07,498.55,577.55,526.44,647.49,533.61,628.96,487.67,487.3,480.99,417.11,469.54,5
M3001653,TX_San Martin_4,Commercial,166,14.48889349,121.0226402,1502.54,1652.05,1730.84,1690.89,1962.28,2160.07,2063.77,1345.32,1449.24,1318.33,1442.96,1606.44,75
M3001654,TX_San Martin_3,Residential,166,14.48784276,121.0241237,322.14,281.18,305.73,354.77,302.27,372.57,338.2,299.95,300.42,258.33,245.03,275.37,15
M3001655,TX_San Martin_9,Industrial,166,14.4868574,121.0265693,3382.49,6084.8,5979.03,4930.65,8614.08,7488.91,4676.93,5144.99,5052.7,2925.87,3821.21,3533.14,150
M3001656,TX_San Martin_1,Commercial,166,14.48611213,121.0253433,2298.91,2900.3,2847.96,3156.8,3029.24,3177.05,3351.04,2481.94,2806.23,2810.4,2159.21,2441.49,25
M3001657,TX_San Martin_3,Residential,166,14.48903122,121.0214247,400.26,394.98,371.67,455.45,526.08,443.16,463.72,315.73,331.52,389.92,346.41,391.94,5
M3001658,TX_San Martin_6,Residential,166,14.48840172,121.0238123,156.57,180.32,202.84,216.57,254.85,237.45,198.45,157.49,150.12,149.28,172.17,199.3,5
M3001659,TX_San Martin_2,Residential,166,14.48843511,121.0257589,469.09,496.14,458.61,572.67,534.72,596.28,618.05,484.17,394.75,384.92,479.02,468.39,10
M3001660,TX_Paranaque _1,Residential,167,14.47654815,121.0121606,250.23,277.73,252.5,253.94,291.55,288.36,269.64,211.32,195.16,205.44,204.77,205.79,10
M3001661,TX_Paranaque _10,Residential,167,14.47373577,121.0072213,366.35,407.19,418.85,473.81,491.35,528.83,534.92,339.95,398.72,384.47,368.87,339.62,15
M3001662,TX_Paranaque _9,Residential,167,14.47510445,121.0100432,347.07,333.32,352.84,433.7,415.06,447.23,454.77,368.26,304.84,369.54,320.07,392.3,5
M3001663,TX_Paranaque _4,Residential,167,14.47833669,121.0150944,43.59,86.18,67.13,127.83,105.19,148.03,145.59,110.21,37.41,93.36,47.14,99.37,10
M3001664,TX_Paranaque _3,Residential,167,14.47778862,121.0109578,485.2,501.33,612.22,630.68,652.78,715.21,644.21,451.02,492.05,453.61,491.7,466.77,5
M3001665,TX_Paranaque _6,Residential,167,14.47863371,121.0132187,243.99,295.8,305.48,256.09,289.96,296.1,321.26,221.54,265.3,271.34,250.06,285.05,10
M3001666,TX_Paranaque _1,Residential,167,14.47325135,121.0077197,436.17,524.87,626.05,520.61,632.56,675.45,730.74,473.96,485.28,493.27,446.09,490.15,15
M3001667,TX_Paranaque _8,Residential,167,14.47455101,121.0064105,484.52,543.7,534.74,491.72,585.32,469.41,576.04,409.85,437.37,443.62,368.61,490.81,5
M3001668,TX_Paranaque _1,Commercial,167,14.47508965,121.0104141,1306.28,1454.95,1464.99,1361.21,1801.85,1523.03,1912.29,1461.85,1312.45,1544.3,1467.56,1263.32,25
M3001669,TX_Paranaque _8,Residential,167,14.47812952,121.0091923,591.76,589.48,614.76,630.64,703.5,639.61,649.29,481.78,596.23,593.75,492.51,562.58,10
M3001670,TX_Sun Valley_8,Residential,168,14.49012487,121.0301046,225.26,224.99,213.04,194.63,263.7,233.15,220.12,191.01,199.89,175.08,203.05,185.37,10
M3001671,TX_Sun Valley_10,Industrial,168,14.48842884,121.0309324,7500.58,8406.04,10611.66,8394.09,9376.25,11136.6,10437.13,7989.42,7284.87,7097.17,9123.49,8367.37,300
M3001672,TX_Sun Valley_6,Residential,168,14.49281151,121.029797,247.53,290.62,201.25,332.04,316.15,307.31,348.94,269.88,295.94,294.54,240.14,296.42,10
M3001673,TX_Sun Valley_8,Residential,168,14.4909523,121.0262461,141.17,204.22,174,161.72,216.49,226.36,188.88,157.63,142.55,169.27,135.2,156.25,5
M3001674,TX_Sun Valley_9,Residential,168,14.48940911,121.0296509,555.3,539.07,533.51,683.09,787.71,619.83,740.55,484.21,575.62,460.02,513.48,566.77,10
M3001675,TX_Sun Valley_10,Residential,168,14.48991353,121.0303389,498.55,464.62,478.6,562.54,477.12,619.53,615.4,393.9,465.06,402.53,440.54,439.33,10
M3001676,TX_Sun Valley_2,Residential,168,14.49209374,121.0298996,171.14,190.31,189.45,185.8,213.68,276.81,224.49,181.92,200.8,162.16,173.1,173.06,15
M3001677,TX_Sun Valley_2,Commercial,168,14.48811543,121.0302938,1237.52,1339.78,1414.1,1148.46,1388.31,1337.39,1321.56,1132.56,973.86,1071.61,1130.69,1013.61,75
M3001678,TX_Sun Valley_10,Residential,168,14.49192329,121.0331637,133.13,154.07,171.67,175.52,172.72,170.29,214.6,146.89,170.41,136.42,155.03,170.56,5
M3001679,TX_Sun Valley_4,Residential,168,14.48833594,121.0308821,394.6,390.26,375.1,408.12,468.58,490.51,502.69,380.97,354.04,343.56,371.89,338.21,5
M3001680,TX_Tambo_5,Industrial,169,14.47516013,120.9984143,9465.18,10935.5,11013.83,9483.48,10217.77,12927.65,13595.96,10222.13,9030.67,9106.87,10194.74,9629.55,150
M3001681,TX_Tambo_2,Residential,169,14.48351348,121.0016647,522.72,652.58,707.03,598.94,810.56,747.82,698.17,620.09,579.23,578.13,559.46,548.44,5
M3001682,TX_Tambo_5,Residential,169,14.48159013,121.002913,477.18,484.47,400.13,449.95,561.81,526.2,517.34,423.65,377.02,452.35,392.42,440.82,15
M3001683,TX_Tambo_2,Commercial,169,14.48641178,121.0034037,1970.12,1672.36,1894.7,1857.01,2356.78,1890.73,2321.41,1605.48,1480.03,1925.58,1537.76,1691.45,50
M3001684,TX_Tambo_10,Residential,169,14.48062429,121.0044058,404.96,441.15,452.17,459.02,424.29,434.54,516.48,364.18,358.72,361.84,352.67,396.6,5
M3001685,TX_Tambo_1,Residential,169,14.4826332,121.003003,347.62,419.75,417.09,479.97,467.83,559.44,474.62,344.67,384.04,366.56,396.3,449.29,5
M3001686,TX_Tambo_9,Residential,169,14.47873469,121.0029066,292.25,315.83,272.75,330.38,316.8,332.7,345.66,230.81,262.86,270.11,223.96,258.06,15
M3001687,TX_Tambo_4,Residential,169,14.48154876,121.0038264,182.11,219.75,186.7,238.43,266.58,240.7,242.03,205.5,159.53,164.7,173.78,186.21,15
M3001688,TX_Tambo_3,Residential,169,14.48208544,121.0027365,156.92,167.79,158.41,138.95,204.1,181.25,197.18,164.26,134.11,140.91,96.43,141.94,10
M3001689,TX_Tambo_5,Commercial,169,14.47822001,121.0047783,2366.4,3451.26,2743.26,3234.78,3744.65,3692.69,3282.97,2781.83,2600.28,2348,2386.33,2367.13,100
M3001690,TX_Vitalez_1,Residential,170,14.48222088,121.0032593,249.81,286.92,225.33,285.7,269.74,265.53,251.07,192.39,191.65,216.55,230.57,209.74,15
M3001691,TX_Vitalez_2,Residential,170,14.48367323,121.0028675,474.14,587.2,630.13,606.52,722.46,772.95,644.51,555.94,451.54,571.19,557.11,544.62,5
M3001692,TX_Vitalez_1,Residential,170,14.47886221,121.0047684,268.37,284.28,263.41,255.72,344.27,353.04,299.6,239.74,260.97,243,279.2,229.48,10
M3001693,TX_Vitalez_7,Residential,170,14.48517787,121.0063844,165.02,179.86,202.56,194.69,223.47,238.81,217.94,150.49,140.34,147.6,141.24,159.39,5
M3001694,TX_Vitalez_3,Residential,170,14.48036742,121.0055715,524.66,516.3,539.68,471.33,688.29,643.32,584.01,445.79,404.42,455.1,484.99,551.22,5
M3001695,TX_Vitalez_1,Commercial,170,14.48097092,121.0050216,2110.16,1983.19,2092.16,1921.94,2296.34,2609.81,2369.64,1811.41,2000.4,1985.73,1667.78,1888.15,100
M3001696,TX_Vitalez_4,Residential,170,14.48223521,121.0026214,316.23,407.04,368.83,377.73,436.87,417.39,446.91,340.92,300.23,275.09,360.08,344.93,15
M3001697,TX_Vitalez_7,Commercial,170,14.48091751,121.0071916,2649.95,2593.14,2961.63,2824.86,3222.65,2629.16,3106.81,2168.05,2396.44,2327.48,2014.76,2422.45,100
M3001698,TX_Vitalez_9,Residential,170,14.48232501,121.0051781,376.78,503.12,483.5,434.59,574.3,589.29,483.6,355.54,431.5,402.13,437.68,394.19,5
M3001699,TX_Vitalez_8,Residential,170,14.47949272,121.0070261,601.37,645.13,581,647.53,654.89,711.04,691.4,484.14,507.76,566.09,578.82,494.22,15
M3001700,TX_BF Homes_5,Residential,171,14.46257784,121.020216,218.51,69.73,241.38,290.09,50.15,227.79,53.06,70.25,231.69,191.88,212.61,99.91,10
M3001701,TX_BF Homes_9,Residential,171,14.46726682,121.0206142,264.96,220.45,245.9,225.4,313.95,294.45,265.72,195.92,205.38,252.02,235.7,217.33,5
M3001702,TX_BF Homes_10,Commercial,171,14.46433947,121.0214064,925.3,430.65,796.78,843,312.1,682.33,776.7,568.43,863.9,390.76,819.15,282.8,100
M3001703,TX_BF Homes_2,Residential,171,14.46523928,121.0200925,177.46,176.22,166.57,157.92,223.23,227.65,200.44,175.79,153.59,178.93,180.43,181.68,5
M3001704,TX_BF Homes_6,Residential,171,14.46415639,121.0203962,533.42,487.96,457.58,449.52,507.3,636.28,620.25,505.55,417.06,482.61,388.37,522.09,5
M3001705,TX_BF Homes_3,Commercial,171,14.46643787,121.0177132,3344.84,3043.56,3753.8,3398.63,3976.62,3479.09,3404.35,3132.12,2637.56,3182.58,2715.16,2538.76,50
M3001706,TX_BF Homes_3,Residential,171,14.46561528,121.0184326,571.17,662.25,519.22,645.72,750.4,581.45,774.29,481.22,467.57,498.76,436.38,601.14,5
M3001707,TX_BF Homes_8,Residential,171,14.4649814,121.0203255,163.85,185.34,217.52,206.46,249.68,197.34,214.3,170.25,171.49,151.75,175.82,172.63,15
M3001708,TX_BF Homes_8,Residential,171,14.4659262,121.0198022,211.4,242.57,198.04,253.57,284.92,291.26,258.82,185.54,196.24,209.34,190.94,197.01,5
M3001709,TX_BF Homes_8,Commercial,171,14.46363328,121.0201912,2018.77,2326.28,1863.11,2004.45,2575.05,2012.15,2226.96,1820.73,1688.57,1766.66,2005.77,1599.13,25
M3001710,TX_Marcelo Gr_6,Commercial,172,14.46925144,121.0232658,2954.33,2805.92,2795.75,2586.59,3323.35,3174.63,3548.81,2641.98,2961.75,2835.26,2277.06,2909.67,100
M3001711,TX_Marcelo Gr_8,Residential,172,14.47030872,121.0251054,471.78,407.09,487.37,393.75,480.08,491.66,509.03,450.01,343.66,355.67,359.71,406.19,15
M3001712,TX_Marcelo Gr_7,Residential,172,14.46868358,121.0224595,456.92,423.55,475.23,532.53,484.73,617.78,463.74,362.38,372,408.1,387.02,422.86,5
M3001713,TX_Marcelo Gr_8,Commercial,172,14.46942352,121.0260767,1612.57,1486.48,1704.01,1407.84,1742.43,1691.38,1718.3,1585.09,1608.43,1539.87,1469.09,1384.14,100
M3001714,TX_Marcelo Gr_3,Residential,172,14.46683282,121.0256372,592.53,677.54,616.39,680.4,856.45,644.2,702.44,532.49,652.35,507.08,623.28,559.3,5
M3001715,TX_Marcelo Gr_8,Commercial,172,14.47238041,121.0245225,1853.45,2292.73,2194.05,2171.39,2662.88,2493.44,2487.8,1654.22,1916.11,2038.41,1855.24,2140.19,75
M3001716,TX_Marcelo Gr_7,Residential,172,14.46733765,121.0246735,544.17,692.57,610.28,543.28,747.34,706.13,781.89,592.64,625.28,541.19,548.59,563.16,15
M3001717,TX_Marcelo Gr_6,Commercial,172,14.47104151,121.0264649,3001.11,2873.16,3584.38,3663.98,3367.37,3211.95,3337.5,2697.22,3210.06,2422.57,3107.14,3316.58,100
M3001718,TX_Marcelo Gr_10,Residential,172,14.46837687,121.0251026,550.16,708.67,649.86,590.02,785.22,748.38,743.5,480.61,531.62,598.91,609.21,644.59,5
M3001719,TX_Marcelo Gr_10,Industrial,172,14.46915526,121.0239858,13456.87,16774.12,17600.39,13863.72,20109.12,19199.26,18351.15,12963.73,15109.84,11632.25,13199.94,15276.86,200
M3001720,TX_Merville_7,Residential,173,14.46067656,121.0301951,449.18,533.32,414.36,535.4,611.51,539.03,478.28,472.18,362.91,427.7,415.52,482.35,5
M3001721,TX_Merville_6,Residential,173,14.46159259,121.0290811,427.89,462.25,460.6,407,470.32,523.03,495.65,392.99,359.46,383.96,346.65,352.02,15
M3001722,TX_Merville_6,Commercial,173,14.4605452,121.0277878,1484.33,1576.09,1700.52,1379.35,1679.51,1531.21,1916.9,1524.62,1392.3,1404.35,1172.12,1429.76,75
M3001723,TX_Merville_1,Commercial,173,14.46193182,121.0280835,2193.99,2386.85,1533.6,2151.46,1408.02,3112.87,1198.15,2039.06,1093.84,733.76,2065.04,1944.81,100
M3001724,TX_Merville_6,Residential,173,14.46104172,121.0307028,212.64,222.01,221.24,197.74,203.38,216.31,257.48,159.98,197.88,178.85,188.34,183.67,15
M3001725,TX_Merville_10,Commercial,173,14.45697051,121.0293229,1711.1,1768.77,1729.72,1397.93,1832.01,1862.12,1791.73,1265.67,1357.93,1233.85,1325.46,1302.68,75
M3001726,TX_Merville_10,Residential,173,14.45943049,121.0289215,447.02,525.42,418.21,423.8,484.15,516.01,565.99,437,445.41,391.17,437.58,390.2,15
M3001727,TX_Merville_5,Residential,173,14.45720149,121.0314176,374.31,479.6,388.51,436.51,559.22,581.89,538.65,351.47,394.82,393.6,440.6,448.46,15
M3001728,TX_Merville_6,Residential,173,14.45986638,121.0324994,35.97,31.96,33.6,62.76,64.78,71.14,52.3,41.57,44.71,17.85,59.85,57.33,5
M3001729,TX_Merville_1,Residential,173,14.45818037,121.0277123,530.01,530.56,671.57,686.38,763.98,779.68,709.53,580.96,597.45,588.91,541.03,596.03,5
M3001730,TX_Moonwalk_3,Industrial,174,14.45884984,121.0144535,11232.23,14057.99,13145.97,15333.66,13922.26,17470.43,16345.07,13535.59,13593.96,13136.8,12131.34,11298.43,150
M3001731,TX_Moonwalk_3,Residential,174,14.45558394,121.0138126,391.33,345.31,394.47,410.13,468.25,472.35,395.01,352.67,351.9,383.55,373.69,313.58,10
M3001732,TX_Moonwalk_10,Residential,174,14.45272865,121.0165252,105.07,662.58,384.46,265.96,645.24,713.93,570.36,307.93,260.07,660.99,353.94,403.92,5
M3001733,TX_Moonwalk_7,Residential,174,14.4568584,121.0172837,354.88,467.83,436.65,403.4,566.17,458.38,439.35,346.23,426.68,420.52,424.68,449.65,5
M3001734,TX_Moonwalk_10,Residential,174,14.45568024,121.0139113,539.08,577.21,565.92,635.48,715.88,621.22,592.03,482.4,516.61,466.8,486.47,475.83,10
M3001735,TX_Moonwalk_8,Residential,174,14.45238217,121.0144715,510.27,468.45,561.92,561.73,604.72,645.11,682.09,504.36,464.4,434.74,465.01,558.69,15
M3001736,TX_Moonwalk_10,Residential,174,14.45752161,121.0175971,522.36,547.95,533.97,531.24,706.07,703.69,703.37,455.52,530.98,419.55,444.37,515.16,15
M3001737,TX_Moonwalk_9,Residential,174,14.45252123,121.0127324,211.87,238.51,246.09,226.32,254.35,325.17,318.64,216.99,232.63,226.71,188,228.02,15
M3001738,TX_Moonwalk_2,Industrial,174,14.45769692,121.0165102,15074.44,16534.3,16579.97,12979.18,17593.97,17803.34,15622.95,14647.91,11940.95,13047.54,14186.32,12582.95,500
M3001739,TX_Moonwalk_4,Residential,174,14.4562076,121.0147447,586.03,414.54,701.92,496.89,710.64,126.86,215.76,553.42,288.98,636.81,544.45,231.8,10
M3001740,TX_Sto. Ni?o_8,Commercial,175,14.47932339,121.0112954,1427.15,1280.13,1613.08,1578.57,1467.29,1692.3,1644.61,1154.92,1153.34,1155.72,1325.38,1220.98,50
M3001741,TX_Sto. Ni?o_2,Commercial,175,14.47562738,121.0107368,2068.08,2174.32,2169.12,2277.2,2070.97,2304.55,2716.91,1568.04,1681.09,1903.34,1592.94,1926.11,50
M3001742,TX_Sto. Ni?o_6,Residential,175,14.47893522,121.0099961,226.94,266.59,249.79,204.59,269.58,287.36,232.22,220.6,191.11,209.96,233.12,247.24,10
M3001743,TX_Sto. Ni?o_3,Residential,175,14.47732591,121.009223,391.25,423.46,375.24,453.2,536.61,540.11,515.43,359.63,323.53,422.44,369.57,409.55,15
M3001744,TX_Sto. Ni?o_4,Commercial,175,14.47769665,121.0093969,1154.9,1356.2,1077.54,1080.04,1419.03,1287.57,1401.95,933.55,1236.24,1131.55,1142.09,1141.76,75
M3001745,TX_Sto. Ni?o_5,Residential,175,14.47567591,121.0118073,555.01,515.55,553.92,589.16,706.35,637.16,657.25,517.09,503.73,530.58,430.44,553.4,5
M3001746,TX_Sto. Ni?o_10,Commercial,175,14.48047776,121.0119479,1184.18,1265.74,1346.85,1321.67,1558.84,1535.55,1471.54,1048.35,906.84,998.11,1131.55,967.66,100
M3001747,TX_Sto. Ni?o_6,Commercial,175,14.47727317,121.0151794,1061.79,1182.8,1230.28,1452.17,1592.74,1411.88,1656.39,1212.03,1170.81,1097.16,1169.33,1210.24,25
